Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
670,USF,UNIVERSIDADE SÃO FRANCISCO,Privada sem fins lucrativos,Universidade,Ativa,,15475,MEDICINA,Bacharelado,Educação Presencial,Em atividade,145,7828,Semestral,12.00 Semestres,72,,,,,,,,658022,Campus Bragança Paulista - Sede,Avenida São Francisco de Assis,218,Campus Universitário,Jardim São José,000000003507605,Bragança Paulista,SP,31/01/1972,1971-09-24,5,2018,3,228,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3966,UNEC,CENTRO UNIVERSITÁRIO DE CARATINGA,Privada sem fins lucrativos,Centro Universitário,Ativa,Em Supervisão - Determinação de Providências,50662,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7295,Semestral,12.0 Semestres,40,,,,,,,Suspensão de Ingresso,626,Unidade Acadêmica II,R. Niterói,S/N,,Bairro das Graças,000000003113404,Caratinga,MG,03/03/2002,2001-12-21,4,2016,2,120,2016,1,2016,1,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
501,EMESCAM,ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA,Privada sem fins lucrativos,Faculdade ,Ativa,,10224,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,8820,Semestral,12.00 Semestres,140,,,,,,,,687142,Unidade SEDE,AVENIDA NOSSA SENHORA DA PENHA,2190,,SANTA LUIZA,000000003205309,Vitória,ES,04/03/1968,1968-03-04,4,2017,3,282,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3371,UNIPAM,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,Privada sem fins lucrativos,Centro Universitário,Ativa,,108014,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7846,Semestral,12.0 Semestres,60,,,,,,,,659467,Unidade SEDE,Rua Major Gote,808,,Caiçaras,000000003148004,Patos de Minas,MG,07/02/2008,2007-10-12,4,2017,3,222,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4396,UNIFIMES,CENTRO UNIVERSITÁRIO DE MINEIROS,Pública Municipal,Centro Universitário,Ativa,,1421100,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7673,Semestral,12.0 Semestres,80,,,,,,,,1103533,Campus Trindade,Avenida Elizabeth Marques,0,Campus Trindade,Setor Maysa,000000005221403,Trindade,GO,27/08/2018,2017-08-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
353,FEMPAR,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,Privada sem fins lucrativos,Faculdade ,Ativa,,7705,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8266,Semestral,12.0 Semestres,120,,,,,,,,657849,Unidade SEDE,Rua Padre Anchieta,2770,,Bigorrilho,000000004106902,Curitiba,PR,03/01/1969,1969-01-15,4,2014,3,256,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2123,UniMAX,CENTRO UNIVERSITÁRIO MAX PLANCK,Privada com fins lucrativos,Centro Universitário,Ativa,,1258021,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7576,Semestral,12.00 Semestres,80,,,,,,,,1055645,Faculdade Max Planck,Avenida Nove de Dezembro,460,,Jardim Pedroso,000000003520509,Indaiatuba,SP,07/12/2018,2018-11-06,5,2018,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
420,UNIMAR,UNIVERSIDADE DE MARÍLIA,Privada com fins lucrativos,Universidade,Ativa,,8698,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,8877,Semestral,12.0 Semestres,150,,,,,,,,657884,Unidade SEDE,Avenida Higyno Muzzi Filho,1.001,Bloco I,Campus Universitario,000000003529005,Marília,SP,01/04/1996,1998-10-20,5,2018,3,251,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
718,UNP,UNIVERSIDADE POTIGUAR,Privada com fins lucrativos,Universidade,Ativa,,91219,MEDICINA,Bacharelado,Educação Presencial,Em atividade,192,7460,Semestral,12.00 Semestres,192,,,,,,,,2445,Campus Natal - Unidade Salgado Filho,Avenida Senador Salgado Filho,1.610,,Lagoa Nova,000000002408102,Natal,RN,19/07/2006,2006-03-08,5,2018,4,297,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,1408259,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,7460,Semestral,12.00 Semestres,100,,,,,,,,1082291,Campus São José dos Campos,Avenida Deputado Benedito Matarazzo,7001,- de 6000/6001 a 7998/7999,Jardim das Colinas,000000003549904,São José dos Campos,SP,20/08/2018,2018-06-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1883,,CENTRO UNIVERSITÁRIO UNIFAS,Privada com fins lucrativos,Centro Universitário,Ativa,,1178524,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7960,Semestral,12.00 Semestres,100,,,,,,,,105059,Unidade SEDE,Avenida Avenida Luiz Tarquínio Pontes,600,,Centro,000000002919207,Lauro de Freitas,BA,31/03/2014,2014-01-30,4,2013,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
547,UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,Pública Estadual,Universidade,Ativa,,11316,MEDICINA,Bacharelado,Educação Presencial,Em atividade,94,9407,Semestral,12.0 Semestres,94,,,,,,,,657964,RIO DE JANEIRO,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,000000003304557,Rio de Janeiro,RJ,16/02/1936,1935-06-04,,,4,350,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
423,URI,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,Privada sem fins lucrativos,Universidade,Ativa,,1399485,MEDICINA,Bacharelado,Educação Presencial,Em atividade,55,8480,Semestral,12.0 Semestres,55,,,,,,,,224,Campus de Erechim,Avenida Avenida Sete Setembro, 1621(URI Campos Erechim),1621,,Fátima,000000004307005,Erechim,RS,26/02/2018,2017-11-29,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1189,UNIPLAC,UNIVERSIDADE DO PLANALTO CATARINENSE,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,69464,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,7400,Anual,6.0 Anos,50,,,,,,,,658308,UNIDADE  - LAGES - UNIVERSITÁRIO,Avenida Castelo Branco,170,,Universitário,000000004209300,Lages,SC,09/02/2004,2003-08-29,4,2019,3,278,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
71,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pública Estadual,Universidade,Ativa,,72417,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,10065,Semestral,12.0 Semestres,60,12.0 Semestres,0,12.0 semestres,0,12.0 Semestres,0,,670,CAMPUS UNIVERSITÁRIO CENTRAL,BR 110, KM 46, RUA PROFESSOR ANTÔNIO CAMPOS,S/N,,PRESIDENTE COSTA E SILVA,000000002408003,Mossoró,RN,18/10/2004,2002-01-11,,,3,244,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
426,UFN,UNIVERSIDADE FRANCISCANA,Privada sem fins lucrativos,Universidade,Ativa,,1183313,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9320,Semestral,12.0 Semestres,80,,,,,,,,657887,Conjunto I,Rua dos Andradas,1.614,,Centro,000000004316907,Santa Maria,RS,14/08/2014,2014-07-23,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
13,UCS,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,Universidade,Ativa,,1107,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,9090,Semestral,12.0 Semestres,100,12.0 Semestres,0,12.0 semestres,0,,,,1003692,CAMPUS SEDE,Rua Francisco Getúlio Vargas,1130,Bloco A,Petrópolis,000000004305108,Caxias do Sul,RS,01/03/1968,1967-11-17,4,2019,3,286,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
284,FMIT,FACULDADE DE MEDICINA DE ITAJUBÁ,Privada sem fins lucrativos,Faculdade ,Ativa,,6711,MEDICINA,Bacharelado,Educação Presencial,Em atividade,87,7571,Anual,6.00 Anos,87,,,,,,,,686511,CAMPUS  - ITAJUBÁ - SÃO VICENTE,AV.  RENNO JUNIOR,368,,SÃO VICENTE,000000003132404,Itajubá,MG,01/04/1968,1968-04-08,3,2014,3,224,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
583,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,Pública Federal,Universidade,Ativa,,13996,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,9080,Semestral,12.0 Semestres,160,,,,,,,,133808,Fortaleza,Rua Alexandre Baraúna,949,,Rodolfo Teófilo,000000002304400,Fortaleza,CE,13/04/1948,1948-04-15,4,2019,4,350,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
789,UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,Pública Federal,Universidade,Ativa,,16904,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9504,Anual,6.0 Anos,80,,,,,,,,1033528,Campus Paricarana,Avenida Capitão Ene Garcez,2413,,Aeroporto,000000001400100,Boa Vista,RR,01/03/1994,1993-11-06,4,2018,2,153,2016,1,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
584,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,Pública Federal,Universidade,Ativa,,14093,MEDICINA,Bacharelado,Educação Presencial,Em atividade,110,9806,Semestral,12.0 Semestres,110,,,,,,,,691971,REGIONAL GOIÂNIA - CAMPUS COLEMAR NATAL E SILVA,PRAÇA UNIVERSITÁRIA,S/N,,SETOR UNIVERSITÁRIO,000000005208707,Goiânia,GO,21/04/1960,1960-06-11,5,2017,3,289,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2383,IMED,FACULDADE MERIDIONAL,Privada com fins lucrativos,Faculdade ,Ativa,,1188127,MEDICINA,Bacharelado,Educação Presencial,Em atividade,42,7480,Semestral,12.00 Semestres,42,,,,,,,,659120,Campus IMED,Rua Senador Pinheiro,304,,Cruzeiro,000000004314100,Passo Fundo,RS,10/11/2014,2014-07-23,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
569,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Universidade,Ativa,,1202539,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7950,Semestral,12.00 Semestres,60,,,,,,,,259,Campus de Altamira,Rua Coronel José Porfírio,2515,Campus Universitario de Altamira,São Sebastião,000000001500602,Altamira,PA,17/09/2020,,,,,,,,,,,,,,,,,,,
15032,UNIARP,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,Privada sem fins lucrativos,Universidade,Ativa,,1427370,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,7673,Semestral,12.00 Semestres,80,,,,,,,,1048576,CAÇADOR,Rua Victor Baptista Adami,800,,Centro,000000004203006,Caçador,SC,12/12/2018,2017-12-12,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1292,FAI,Centro Universitário de Adamantina,Especial,Centro Universitário,Ativa,,1322329,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8960,Semestral,12.0 Semestres,100,,,,,,,,600114,FAI - CAMPUS II,Rua Francisco Bellusci,,,Distrito Industrial,000000003500105,Adamantina,SP,03/08/2015,2015-03-04,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
163,UNESA,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,Universidade,Ativa,,1399482,MEDICINA,Bacharelado,Educação Presencial,Em atividade,89,8188,Semestral,12.00 Semestres,55,,,,,,,,1054146,ANGRA DOS REIS,Avenida do Trabalhador,179,Area IX ALJ Sta. Cruz,Jacuecanga,000000003300100,Angra dos Reis,RJ,04/09/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
586,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Pública Federal,Universidade,Ativa,,121850,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,8840,Semestral,12.0 Semestres,60,,,,,,,,146180,Campus UFRJ - Macaé,Rua Aloisio da Silva Gomes,50,,Granja dos Cavaleiros,000000003302403,Macaé,RJ,03/08/2009,2008-05-21,4,2015,3,272,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
208,UNAERP,UNIVERSIDADE DE RIBEIRÃO PRETO,Privada sem fins lucrativos,Universidade,Ativa,,18447,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,7543,Semestral,12.00 Semestres,150,,,,,,,,692496,RIBEIRÃO PRETO (SEDE),Avenida Costábile Romano,2201,Associação de Ensino de Ribeirão Preto - UNAERP,Ribeirânia,000000003543402,Ribeirão Preto,SP,05/05/1997,1997-07-11,5,2018,4,296,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
15121,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,Pública Federal,Universidade,Ativa,,1193759,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,8625,Semestral,12.00 Semestres,40,,,,,,,,1063723,Campus Chapecó,Rodovia SC 484, Km 2,S/N,,Fronteira Sul,000000004204202,Chapecó,SC,29/07/2015,2015-05-19,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
338,PUC MINAS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Privada sem fins lucrativos,Universidade,Ativa,Em Supervisão - Medida Cautelar,1108281,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7223,Semestral,12.00 Semestres,120,,,,,,,,1855,Campus/Polo Betim,Avenida Arthur da Silva Bernardes,s/n,,Ingá,000000003106705,Betim,MG,06/06/2012,2012-06-06,5,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
352,UNIPÊ,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,Privada com fins lucrativos,Centro Universitário,Ativa,,1190667,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,7560,Semestral,12.00 Semestres,140,,,,,,,,657848,CAMPUS UNIPÊ,Rodovia BR-230,s/n,- até km 24,000,Água Fria,000000002507507,João Pessoa,PB,28/07/2014,2014-07-23,4,2019,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2564,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,Universidade,Ativa,,13453,MEDICINA,Bacharelado,Educação Presencial,Em atividade,90,7275,Semestral,12.0 Semestres,90,,,,,,,,600028,Unidade Campina Grande - Bodocongó,Rua Juvêncio Arruda,795,,Bodocongó,000000002504009,Campina Grande,PB,20/06/1979,1979-06-20,4,2018,3,242,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
582,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,Pública Federal,Universidade,Ativa,,13866,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8815,Semestral,12.0 Semestres,120,,,,,,,,657977,CAMPUS  - SANTA MARIA - CAMOBI,Cidade Universitária Prof. José Mariano da Rocha Filho, Avenida Roraima,1000,CAMPUS  - SANTA MARIA - CAMOBI,Camobi,000000004316907,Santa Maria,RS,19/05/1954,1956-01-21,4,2017,3,287,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3172,UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,Pública Estadual,Universidade,Ativa,,60660,MEDICINA,Bacharelado,Educação Presencial,Em atividade,130,9765,Semestral,12.0 Semestres,130,,,,,,,,697058,Escola Superior de Ciências da Saúde - ESA,Avenida Carvalho Leal,1777,Escola Superior de Ciências da Saúde,Cachoeirinha,000000001302603,Manaus,AM,01/08/2001,2001-06-27,,,3,248,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
30,UNIFENAS,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Privada sem fins lucrativos,Universidade,Ativa,,64918,MEDICINA,Bacharelado,Educação Presencial,Em atividade,260,9944,Semestral,12.0 Semestres,160,,,,,,,,3705,UNIFENAS CAMPUS BELO HORIZONTE - UNIDADE ITAPOÃ,Rua Libano,66,,Itapoã,000000003106200,Belo Horizonte,MG,10/03/2003,2001-06-29,4,2014,3,292,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
688,UESB,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,Pública Estadual,Universidade,Ativa,,1146605,MEDICINA,Bacharelado,Educação Presencial,Em atividade,27,8670,Semestral,12.0 Semestres,27,,,,,12.0 Semestres,0,,301,Campus de Jequié,Rua José Moreira Sobrinho,s/n,,Jequiezinho,000000002918001,Jequié,BA,23/12/2008,,,,3,264,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
823,UNICEUMA,UNIVERSIDADE CEUMA,Privada sem fins lucrativos,Universidade,Ativa,,1192188,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7224,Semestral,12.00 Semestres,100,,,,,,,,1058879,UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS IMPERATRIZ,Rua Barão do Rio Branco,100,Quadra 12,Maranhão Novo,000000002105302,Imperatriz,MA,09/11/2017,2017-05-05,4,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
107,UFSJ,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,Pública Federal,Universidade,Ativa,,1216474,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7464,Semestral,12.0 Semestres,40,,,,,,,,290,Campus Dom Bosco - CDB,Praça Dom Helvécio,74,CDB,Dom Bosco,000000003162500,São João del Rei,MG,17/03/2014,2013-12-12,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
12,FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,Pública Federal,Universidade,Ativa,,1026,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7745,Anual,6.00 Anos,100,,,,,,,,1056067,CAMPUS DA SAÚDE,RUA GENERAL OSÓRIO,S/N,ÁREA ACADÊMICA,CENTRO,000000004315602,Rio Grande,RS,01/03/1966,1967-04-24,4,2018,3,269,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
18,UCPEL,UNIVERSIDADE CATÓLICA DE PELOTAS,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,1518,MEDICINA,Bacharelado,Educação Presencial,Em atividade,180,7914,Anual,6.00 Anos,180,,,,,,,,608,UCPel,Rua Félix da Cunha,412,,Centro,000000004314407,Pelotas,RS,01/03/1963,1962-12-15,4,2017,3,233,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
569,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,Pública Federal,Universidade,Ativa,,12015,MEDICINA,Bacharelado,Educação Presencial,Em atividade,150,9200,Semestral,12.0 Semestres,150,,,,,,,,1048702,INSTITUTO DE CIENCIAS DA SAUDE - ICS,PRACA CAMILO SALGADO,01,EM FRENTE A SANTA CASA,UMARIZAL,000000001501402,Belém,PA,01/05/1919,,4,2014,3,230,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1126,UNICENTRO,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,Pública Estadual,Universidade,Ativa,,1448710,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7503,Anual,6.0 Anos,40,,,,,,,,25242,Campus CEDETEG,Alameda Élio Antonio Dalla Vecchia,838,,Vila Carli,000000004109401,Guarapuava,PR,Não iniciado,2018-05-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
577,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,Universidade,Ativa,,13200,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8251,Semestral,12.00 Semestres,100,,,,,,,,1036246,CAMPUS A. C. SIMÕES,Av. Lourival de Melo Mota,s/n,CAMPUS A. C. SIMÕES - Cidade Universitária,TABULEIRO DO MARTINS,000000002704302,Maceió,AL,10/03/1951,1951-01-15,4,2019,4,310,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
669,UNINILTONLINS,UNIVERSIDADE NILTON LINS,Privada sem fins lucrativos,Universidade,Ativa,,49060,MEDICINA,Bacharelado,Educação Presencial,Em atividade,145,8480,Semestral,12.0 Semestres,145,,,,,,,,658021,Uninilton Lins,Av. Prof. Nilton Lins,3259,,Parque das Laranjeiras,000000001302603,Manaus,AM,01/02/2002,2001-10-18,4,2016,2,124,2016,1,2016,1,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22096,SLMANDIC-ARARAS,FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS,Privada com fins lucrativos,Faculdade ,Ativa,,1390311,MEDICINA,Bacharelado,Educação Presencial,Em atividade,153,9015,Semestral,12.00 Semestres,153,,,,,,,,1081208,Campus Principal,Avenida Dona Renata,71,,Centro,000000003503307,Araras,SP,21/08/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
532,UNIJUI,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,Privada sem fins lucrativos,Universidade,Ativa,Adesão ao PROIES,1457503,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,9000,Semestral,12.0 Semestres,50,,,,,,,,2563,SEDE IJUÍ I,Rua do Comércio,3000,,Universitário,000000004310207,Ijuí,RS,04/03/2019,2018-12-26,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
222,UNIFEV,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,Privada sem fins lucrativos,Centro Universitário,Ativa,,5000978,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7708,Semestral,12.0 Semestres,60,,,,,,,,657791,Unidade SEDE,Rua Pernambuco,4196,Unidade SEDE,Patrimônio Novo,000000003557105,Votuporanga,SP,22/10/2012,2012-06-06,4,2018,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
385,UNIFACS,UNIVERSIDADE SALVADOR,Privada com fins lucrativos,Universidade,Ativa,,5000979,MEDICINA,Bacharelado,Educação Presencial,Em atividade,270,7460,Semestral,12.00 Semestres,270,,,,,,,,6999,CAMPUS PROFESSOR BARROS,Avenida Luís Viana Filho,3146,CAMPUS PROFESSOR BARROS,Pituaçu,000000002927408,Salvador,BA,06/08/2012,,5,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1196,UNICESUMAR,UNIVERSIDADE CESUMAR,Privada com fins lucrativos,Universidade,Ativa,,5000930,MEDICINA,Bacharelado,Educação Presencial,Em atividade,298,8449,Anual,6.0 Anos,298,,,,,,,,658314,MARINGÁ,Avenida Guedner,1610,,Jardim Aclimação,000000004115200,Maringá,PR,18/11/2011,2011-11-18,4,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
609,UNIOESTE,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,Pública Estadual,Universidade,Ativa,,14725,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7985,Anual,6.0 Anos,40,,,,,,,,550,Reitoria,RUA UNIVERSITÁRIA,1619,,JARDIM UNIVERSITÁRIO,000000004104808,Cascavel,PR,25/11/1997,1996-08-30,,,4,298,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
9,UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,Pública Estadual,Universidade,Ativa,,758,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9139,Anual,6.0 Anos,80,,,,,,,,692668,CCS/HU - Centro de Ciências da Saúde,Avenida Robert Koch,60,,Vila Operária,000000004113700,Londrina,PR,15/02/1967,1965-12-21,,,4,308,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
19,PUC-CAMPINAS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,Universidade,Ativa,,1629,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7439,Semestral,12.0 Semestres,120,,,,,,,,2560,Campus II,Avenida John Boyd Dunlop,s/n,,Jardim Ipaussurama,000000003509502,Campinas,SP,01/03/1976,1975-12-23,4,2018,2,164,2016,2,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
823,UNICEUMA,UNIVERSIDADE CEUMA,Privada sem fins lucrativos,Universidade,Ativa,,59174,MEDICINA,Bacharelado,Educação Presencial,Em atividade,149,7200,Semestral,12.00 Semestres,149,,,,,,,,658119,UNICEUMA - CAMPUS RENASCENÇA,Rua Josue Montello,01,UNICEUMA - CAMPUS RENASCENÇA,Renascença II,000000002111300,São Luís,MA,02/02/2004,2002-12-31,4,2013,4,303,2016,4,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
