CO_IES,NO_IES,SG_IES,DS_CATEGORIA_ADM,NO_MUNICIPIO_CAMPUS,SG_UF_CAMPUS,CO_IES_CURSO,NO_CURSO,DS_GRAU,DS_TURNO,TP_MODALIDADE,DS_MOD_CONCORRENCIA,NU_PERCENTUAL_BONUS,QT_VAGAS_CONCORRENCIA,NU_NOTACORTE,QT_INSCRICAO
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Pública Estadual,Campo Grande,MS,1313341,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,NEGROS (pretos e pardos) que cursaram integralmente o Ensino Médio em escolas públicas (Banca avaliadora obrigatória),0.00,10,753.11,504
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Pública Estadual,Campo Grande,MS,1313341,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,33,801.53,"1,617"
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,Dourados,MS,21542,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,728.82,147
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,Dourados,MS,21542,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,729.20,124
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,Dourados,MS,21542,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,757.52,154
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,Dourados,MS,21542,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,772.40,155
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,Dourados,MS,21542,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,10,778.50,690
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e  que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,767.15,47
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,758.77,22
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,769.00,137
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,772.85,196
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,781.67,321
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,797.72,546
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Três Lagoas,MS,1264844,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,12,809.95,"1,252"
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e  que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,721.18,45
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,729.95,40
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,740.36,154
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,739.87,126
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,766.00,247
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,771.02,309
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,698.43,13
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,721.46,52
694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,Campo Grande,MS,15839,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,16,788.33,"1,250"
719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Pública Estadual,Cáceres,MT,1188849,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,Negros,0.00,8,728.44,246
719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Pública Estadual,Cáceres,MT,1188849,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,Indígenas,0.00,1,702.58,38
719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Pública Estadual,Cáceres,MT,1188849,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,com Deficiência,0.00,1,721.85,52
719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Pública Estadual,Cáceres,MT,1188849,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,demais de escola pública,0.00,8,747.18,775
719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Pública Estadual,Cáceres,MT,1188849,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,12,768.46,"1,878"
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,12,728.22,599
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,12,724.66,381
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,742.18,335
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,763.70,399
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,685.36,18
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,680.06,17
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,690.72,132
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,694.84,11
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Cuiabá,MT,12,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,40,779.00,"2,141"
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,9,723.58,403
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,9,731.62,456
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,747.44,336
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,762.34,288
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,622.28,17
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,656.46,10
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,682.88,23
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,648.60,12
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Sinop,MT,1261972,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,30,776.36,"2,500"
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,720.96,246
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,728.20,173
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,747.82,116
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,746.84,112
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,677.98,14
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,678.72,4
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,675.56,10
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,685.06,11
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,Rondonópolis,MT,1261971,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,20,776.76,"1,221"
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,733.60,226
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,724.68,105
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,741.34,119
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,761.08,60
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,701.92,26
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,690.94,14
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,713.22,8
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,647.22,15
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Cajazeiras,PB,1101742,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,15,777.70,"1,096"
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,731.28,331
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,737.30,199
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,747.04,223
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,763.64,174
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,2,661.00,27
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,712.04,40
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,690.68,27
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,695.86,10
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,Campina Grande,PB,13453,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,22,773.70,"1,009"
579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Pública Federal,João Pessoa,PB,13424,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,16,734.14,624
579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Pública Federal,João Pessoa,PB,13424,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,16,725.76,346
